"rgn_id","sciname","popn_trend"
18,"Balaena mysticetus","Increasing"
13,"Balaena mysticetus","Increasing"
11,"Balaena mysticetus","Increasing"
6,"Balaena mysticetus","Increasing"
5,"Balaena mysticetus","Increasing"
12,"Balaena mysticetus","Increasing"
7,"Balaena mysticetus","Increasing"
8,"Balaena mysticetus","Increasing"
2,"Balaena mysticetus","Increasing"
10,"Balaena mysticetus","Increasing"
9,"Balaena mysticetus","Increasing"
16,"Balaena mysticetus","Increasing"
15,"Balaena mysticetus","Increasing"
1,"Balaena mysticetus","Increasing"
3,"Balaena mysticetus","Increasing"
17,"Balaena mysticetus","Increasing"
4,"Balaena mysticetus","Increasing"
19,"Balaena mysticetus","Increasing"
14,"Balaena mysticetus","Increasing"
18,"Balaenoptera acutorostrata","Stable"
13,"Balaenoptera acutorostrata","Stable"
11,"Balaenoptera acutorostrata","Stable"
6,"Balaenoptera acutorostrata","Stable"
5,"Balaenoptera acutorostrata","Stable"
12,"Balaenoptera acutorostrata","Stable"
7,"Balaenoptera acutorostrata","Stable"
8,"Balaenoptera acutorostrata","Stable"
2,"Balaenoptera acutorostrata","Stable"
10,"Balaenoptera acutorostrata","Stable"
9,"Balaenoptera acutorostrata","Stable"
16,"Balaenoptera acutorostrata","Stable"
15,"Balaenoptera acutorostrata","Stable"
1,"Balaenoptera acutorostrata","Stable"
3,"Balaenoptera acutorostrata","Stable"
17,"Balaenoptera acutorostrata","Stable"
4,"Balaenoptera acutorostrata","Stable"
19,"Balaenoptera acutorostrata","Stable"
14,"Balaenoptera acutorostrata","Stable"
18,"Balaenoptera borealis","Unknown"
13,"Balaenoptera borealis","Unknown"
11,"Balaenoptera borealis","Unknown"
6,"Balaenoptera borealis","Unknown"
5,"Balaenoptera borealis","Unknown"
12,"Balaenoptera borealis","Unknown"
7,"Balaenoptera borealis","Unknown"
8,"Balaenoptera borealis","Unknown"
2,"Balaenoptera borealis","Unknown"
10,"Balaenoptera borealis","Unknown"
9,"Balaenoptera borealis","Unknown"
16,"Balaenoptera borealis","Unknown"
15,"Balaenoptera borealis","Unknown"
1,"Balaenoptera borealis","Unknown"
3,"Balaenoptera borealis","Unknown"
17,"Balaenoptera borealis","Unknown"
4,"Balaenoptera borealis","Unknown"
19,"Balaenoptera borealis","Unknown"
14,"Balaenoptera borealis","Unknown"
18,"Balaenoptera musculus","Increasing"
13,"Balaenoptera musculus","Increasing"
11,"Balaenoptera musculus","Increasing"
6,"Balaenoptera musculus","Increasing"
5,"Balaenoptera musculus","Increasing"
12,"Balaenoptera musculus","Increasing"
7,"Balaenoptera musculus","Increasing"
8,"Balaenoptera musculus","Increasing"
2,"Balaenoptera musculus","Increasing"
10,"Balaenoptera musculus","Increasing"
9,"Balaenoptera musculus","Increasing"
16,"Balaenoptera musculus","Increasing"
15,"Balaenoptera musculus","Increasing"
1,"Balaenoptera musculus","Increasing"
3,"Balaenoptera musculus","Increasing"
17,"Balaenoptera musculus","Increasing"
4,"Balaenoptera musculus","Increasing"
19,"Balaenoptera musculus","Increasing"
14,"Balaenoptera musculus","Increasing"
18,"Balaenoptera physalus","Unknown"
13,"Balaenoptera physalus","Unknown"
11,"Balaenoptera physalus","Unknown"
6,"Balaenoptera physalus","Unknown"
5,"Balaenoptera physalus","Unknown"
12,"Balaenoptera physalus","Unknown"
7,"Balaenoptera physalus","Unknown"
8,"Balaenoptera physalus","Unknown"
2,"Balaenoptera physalus","Unknown"
10,"Balaenoptera physalus","Unknown"
9,"Balaenoptera physalus","Unknown"
16,"Balaenoptera physalus","Unknown"
15,"Balaenoptera physalus","Unknown"
1,"Balaenoptera physalus","Unknown"
3,"Balaenoptera physalus","Unknown"
17,"Balaenoptera physalus","Unknown"
4,"Balaenoptera physalus","Unknown"
19,"Balaenoptera physalus","Unknown"
14,"Balaenoptera physalus","Unknown"
18,"Cetorhinus maximus","Decreasing"
13,"Cetorhinus maximus","Decreasing"
11,"Cetorhinus maximus","Decreasing"
6,"Cetorhinus maximus","Decreasing"
5,"Cetorhinus maximus","Decreasing"
12,"Cetorhinus maximus","Decreasing"
7,"Cetorhinus maximus","Decreasing"
8,"Cetorhinus maximus","Decreasing"
2,"Cetorhinus maximus","Decreasing"
10,"Cetorhinus maximus","Decreasing"
9,"Cetorhinus maximus","Decreasing"
16,"Cetorhinus maximus","Decreasing"
15,"Cetorhinus maximus","Decreasing"
1,"Cetorhinus maximus","Decreasing"
3,"Cetorhinus maximus","Decreasing"
17,"Cetorhinus maximus","Decreasing"
4,"Cetorhinus maximus","Decreasing"
19,"Cetorhinus maximus","Decreasing"
14,"Cetorhinus maximus","Decreasing"
18,"Eschrichtius robustus","Stable"
13,"Eschrichtius robustus","Stable"
11,"Eschrichtius robustus","Stable"
6,"Eschrichtius robustus","Stable"
5,"Eschrichtius robustus","Stable"
12,"Eschrichtius robustus","Stable"
7,"Eschrichtius robustus","Stable"
8,"Eschrichtius robustus","Stable"
2,"Eschrichtius robustus","Stable"
10,"Eschrichtius robustus","Stable"
9,"Eschrichtius robustus","Stable"
16,"Eschrichtius robustus","Stable"
15,"Eschrichtius robustus","Stable"
1,"Eschrichtius robustus","Stable"
3,"Eschrichtius robustus","Stable"
17,"Eschrichtius robustus","Stable"
4,"Eschrichtius robustus","Stable"
19,"Eschrichtius robustus","Stable"
14,"Eschrichtius robustus","Stable"
18,"Isurus oxyrinchus","Decreasing"
13,"Isurus oxyrinchus","Decreasing"
11,"Isurus oxyrinchus","Decreasing"
6,"Isurus oxyrinchus","Decreasing"
5,"Isurus oxyrinchus","Decreasing"
12,"Isurus oxyrinchus","Decreasing"
7,"Isurus oxyrinchus","Decreasing"
8,"Isurus oxyrinchus","Decreasing"
2,"Isurus oxyrinchus","Decreasing"
10,"Isurus oxyrinchus","Decreasing"
9,"Isurus oxyrinchus","Decreasing"
16,"Isurus oxyrinchus","Decreasing"
15,"Isurus oxyrinchus","Decreasing"
1,"Isurus oxyrinchus","Decreasing"
3,"Isurus oxyrinchus","Decreasing"
17,"Isurus oxyrinchus","Decreasing"
4,"Isurus oxyrinchus","Decreasing"
19,"Isurus oxyrinchus","Decreasing"
14,"Isurus oxyrinchus","Decreasing"
18,"Megaptera novaeangliae","Increasing"
13,"Megaptera novaeangliae","Increasing"
11,"Megaptera novaeangliae","Increasing"
6,"Megaptera novaeangliae","Increasing"
5,"Megaptera novaeangliae","Increasing"
12,"Megaptera novaeangliae","Increasing"
7,"Megaptera novaeangliae","Increasing"
8,"Megaptera novaeangliae","Increasing"
2,"Megaptera novaeangliae","Increasing"
10,"Megaptera novaeangliae","Increasing"
9,"Megaptera novaeangliae","Increasing"
16,"Megaptera novaeangliae","Increasing"
15,"Megaptera novaeangliae","Increasing"
1,"Megaptera novaeangliae","Increasing"
3,"Megaptera novaeangliae","Increasing"
17,"Megaptera novaeangliae","Increasing"
4,"Megaptera novaeangliae","Increasing"
19,"Megaptera novaeangliae","Increasing"
14,"Megaptera novaeangliae","Increasing"
18,"Ursus maritimus","Decreasing"
13,"Ursus maritimus","Decreasing"
11,"Ursus maritimus","Decreasing"
6,"Ursus maritimus","Decreasing"
5,"Ursus maritimus","Decreasing"
12,"Ursus maritimus","Decreasing"
7,"Ursus maritimus","Decreasing"
8,"Ursus maritimus","Decreasing"
2,"Ursus maritimus","Decreasing"
10,"Ursus maritimus","Decreasing"
9,"Ursus maritimus","Decreasing"
16,"Ursus maritimus","Decreasing"
15,"Ursus maritimus","Decreasing"
1,"Ursus maritimus","Decreasing"
3,"Ursus maritimus","Decreasing"
17,"Ursus maritimus","Decreasing"
4,"Ursus maritimus","Decreasing"
19,"Ursus maritimus","Decreasing"
14,"Ursus maritimus","Decreasing"
